profileID,respID,qID,altID,obsID,Cooktop_Type,final_cost_price,Average_annual_usage_Cost,number_of_burners,image
233,207,1,2,1649,Electric,1500,50,5,e5.jpg
237,207,1,3,1649,Induction,500,60,5,i5.jpg
43,207,2,1,1650,Gas,900,70,3,g3.jpg
173,207,2,2,1650,Electric,1100,80,4,e4.jpg
99,207,2,3,1650,Induction,900,100,3,i3.jpg
10,207,3,1,1651,Gas,1100,50,3,g3.jpg
104,207,3,2,1651,Electric,1300,100,3,e3.jpg
270,207,3,3,1651,Induction,1500,70,5,i5.jpg
262,207,4,1,1652,Gas,1100,70,5,g5.jpg
257,207,4,2,1652,Electric,700,70,5,e5.jpg
258,207,4,3,1652,Induction,700,70,5,i5.jpg
130,207,5,1,1653,Gas,700,60,4,g4.jpg
146,207,5,2,1653,Electric,500,70,4,e4.jpg
228,207,5,3,1653,Induction,1100,50,5,i5.jpg
214,207,6,1,1654,Gas,1500,100,4,g4.jpg
14,207,6,2,1654,Electric,1300,50,3,e3.jpg
111,207,6,3,1654,Induction,500,50,4,i4.jpg
157,207,7,1,1655,Gas,1300,70,4,g4.jpg
140,207,7,2,1655,Electric,1300,60,4,e4.jpg
9,207,7,3,1655,Induction,900,50,3,i3.jpg
181,207,8,1,1656,Gas,500,90,4,g4.jpg
47,207,8,2,1656,Electric,1100,70,3,e3.jpg
6,207,8,3,1656,Induction,700,50,3,i3.jpg
64,208,1,1,1657,Gas,1100,80,3,g3.jpg
275,208,1,2,1657,Electric,700,80,5,e5.jpg
99,208,1,3,1657,Induction,900,100,3,i3.jpg
79,208,2,1,1658,Gas,900,90,3,g3.jpg
305,208,2,2,1658,Electric,1500,90,5,e5.jpg
39,208,2,3,1658,Induction,500,70,3,i3.jpg
94,208,3,1,1659,Gas,700,100,3,g3.jpg
182,208,3,2,1659,Electric,500,90,4,e4.jpg
210,208,3,3,1659,Induction,1100,100,4,i4.jpg
73,208,4,1,1660,Gas,500,90,3,g3.jpg
122,208,4,2,1660,Electric,1300,50,4,e4.jpg
12,208,4,3,1660,Induction,1100,50,3,i3.jpg
82,208,5,1,1661,Gas,1100,90,3,g3.jpg
101,208,5,2,1661,Electric,1100,100,3,e3.jpg
318,208,5,3,1661,Induction,1100,100,5,i5.jpg
181,208,6,1,1662,Gas,500,90,4,g4.jpg
83,208,6,2,1662,Electric,1100,90,3,e3.jpg
243,208,6,3,1662,Induction,900,60,5,i5.jpg
139,208,7,1,1663,Gas,1300,60,4,g4.jpg
149,208,7,2,1663,Electric,700,70,4,e4.jpg
231,208,7,3,1663,Induction,1300,50,5,i5.jpg
220,208,8,1,1664,Gas,700,50,5,g5.jpg
56,208,8,2,1664,Electric,500,80,3,e3.jpg
168,208,8,3,1664,Induction,700,80,4,i4.jpg
145,209,1,1,1665,Gas,500,70,4,g4.jpg
281,209,1,2,1665,Electric,1100,80,5,e5.jpg
129,209,1,3,1665,Induction,500,60,4,i4.jpg
271,209,2,1,1666,Gas,500,80,5,g5.jpg
95,209,2,2,1666,Electric,700,100,3,e3.jpg
321,209,2,3,1666,Induction,1300,100,5,i5.jpg
154,209,3,1,1667,Gas,1100,70,4,g4.jpg
305,209,3,2,1667,Electric,1500,90,5,e5.jpg
93,209,3,3,1667,Induction,500,100,3,i3.jpg
88,209,4,1,1668,Gas,1500,90,3,g3.jpg
95,209,4,2,1668,Electric,700,100,3,e3.jpg
207,209,4,3,1668,Induction,900,100,4,i4.jpg
16,209,5,1,1669,Gas,1500,50,3,g3.jpg
86,209,5,2,1669,Electric,1300,90,3,e3.jpg
210,209,5,3,1669,Induction,1100,100,4,i4.jpg
166,209,6,1,1670,Gas,700,80,4,g4.jpg
206,209,6,2,1670,Electric,900,100,4,e4.jpg
120,209,6,3,1670,Induction,1100,50,4,i4.jpg
232,209,7,1,1671,Gas,1500,50,5,g5.jpg
299,209,7,2,1671,Electric,1100,90,5,e5.jpg
222,209,7,3,1671,Induction,700,50,5,i5.jpg
49,209,8,1,1672,Gas,1300,70,3,g3.jpg
161,209,8,2,1672,Electric,1500,70,4,e4.jpg
120,209,8,3,1672,Induction,1100,50,4,i4.jpg
139,210,1,1,1673,Gas,1300,60,4,g4.jpg
203,210,1,2,1673,Electric,700,100,4,e4.jpg
120,210,1,3,1673,Induction,1100,50,4,i4.jpg
202,210,2,1,1674,Gas,700,100,4,g4.jpg
26,210,2,2,1674,Electric,900,60,3,e3.jpg
48,210,2,3,1674,Induction,1100,70,3,i3.jpg
235,210,3,1,1675,Gas,500,60,5,g5.jpg
53,210,3,2,1675,Electric,1500,70,3,e3.jpg
129,210,3,3,1675,Induction,500,60,4,i4.jpg
70,210,4,1,1676,Gas,1500,80,3,g3.jpg
125,210,4,2,1676,Electric,1500,50,4,e4.jpg
147,210,4,3,1676,Induction,500,70,4,i4.jpg
199,210,5,1,1677,Gas,500,100,4,g4.jpg
287,210,5,2,1677,Electric,1500,80,5,e5.jpg
198,210,5,3,1677,Induction,1500,90,4,i4.jpg
214,210,6,1,1678,Gas,1500,100,4,g4.jpg
221,210,6,2,1678,Electric,700,50,5,e5.jpg
264,210,6,3,1678,Induction,1100,70,5,i5.jpg
13,210,7,1,1679,Gas,1300,50,3,g3.jpg
92,210,7,2,1679,Electric,500,100,3,e3.jpg
93,210,7,3,1679,Induction,500,100,3,i3.jpg
184,210,8,1,1680,Gas,700,90,4,g4.jpg
44,210,8,2,1680,Electric,900,70,3,e3.jpg
9,210,8,3,1680,Induction,900,50,3,i3.jpg
82,211,1,1,1681,Gas,1100,90,3,g3.jpg
8,211,1,2,1681,Electric,900,50,3,e3.jpg
288,211,1,3,1681,Induction,1500,80,5,i5.jpg
247,211,2,1,1682,Gas,1300,60,5,g5.jpg
200,211,2,2,1682,Electric,500,100,4,e4.jpg
192,211,2,3,1682,Induction,1100,90,4,i4.jpg
232,211,3,1,1683,Gas,1500,50,5,g5.jpg
131,211,3,2,1683,Electric,700,60,4,e4.jpg
204,211,3,3,1683,Induction,700,100,4,i4.jpg
49,211,4,1,1684,Gas,1300,70,3,g3.jpg
5,211,4,2,1684,Electric,700,50,3,e3.jpg
57,211,4,3,1684,Induction,500,80,3,i3.jpg
118,211,5,1,1685,Gas,1100,50,4,g4.jpg
260,211,5,2,1685,Electric,900,70,5,e5.jpg
66,211,5,3,1685,Induction,1100,80,3,i3.jpg
205,211,6,1,1686,Gas,900,100,4,g4.jpg
293,211,6,2,1686,Electric,700,90,5,e5.jpg
3,211,6,3,1686,Induction,500,50,3,i3.jpg
118,211,7,1,1687,Gas,1100,50,4,g4.jpg
77,211,7,2,1687,Electric,700,90,3,e3.jpg
96,211,7,3,1687,Induction,700,100,3,i3.jpg
268,211,8,1,1688,Gas,1500,70,5,g5.jpg
257,211,8,2,1688,Electric,700,70,5,e5.jpg
90,211,8,3,1688,Induction,1500,90,3,i3.jpg
64,212,1,1,1689,Gas,1100,80,3,g3.jpg
185,212,1,2,1689,Electric,700,90,4,e4.jpg
144,212,1,3,1689,Induction,1500,60,4,i4.jpg
208,212,2,1,1690,Gas,1100,100,4,g4.jpg
185,212,2,2,1690,Electric,700,90,4,e4.jpg
249,212,2,3,1690,Induction,1300,60,5,i5.jpg
241,212,3,1,1691,Gas,900,60,5,g5.jpg
8,212,3,2,1691,Electric,900,50,3,e3.jpg
6,212,3,3,1691,Induction,700,50,3,i3.jpg
304,212,4,1,1692,Gas,1500,90,5,g5.jpg
131,212,4,2,1692,Electric,700,60,4,e4.jpg
33,212,4,3,1692,Induction,1300,60,3,i3.jpg
196,212,5,1,1693,Gas,1500,90,4,g4.jpg
20,212,5,2,1693,Electric,500,60,3,e3.jpg
42,212,5,3,1693,Induction,700,70,3,i3.jpg
289,212,6,1,1694,Gas,500,90,5,g5.jpg
71,212,6,2,1694,Electric,1500,80,3,e3.jpg
15,212,6,3,1694,Induction,1300,50,3,i3.jpg
43,212,7,1,1695,Gas,900,70,3,g3.jpg
89,212,7,2,1695,Electric,1500,90,3,e3.jpg
93,212,7,3,1695,Induction,500,100,3,i3.jpg
166,212,8,1,1696,Gas,700,80,4,g4.jpg
77,212,8,2,1696,Electric,700,90,3,e3.jpg
81,212,8,3,1696,Induction,900,90,3,i3.jpg
289,213,1,1,1697,Gas,500,90,5,g5.jpg
161,213,1,2,1697,Electric,1500,70,4,e4.jpg
9,213,1,3,1697,Induction,900,50,3,i3.jpg
166,213,2,1,1698,Gas,700,80,4,g4.jpg
35,213,2,2,1698,Electric,1500,60,3,e3.jpg
252,213,2,3,1698,Induction,1500,60,5,i5.jpg
166,213,3,1,1699,Gas,700,80,4,g4.jpg
59,213,3,2,1699,Electric,700,80,3,e3.jpg
66,213,3,3,1699,Induction,1100,80,3,i3.jpg
169,213,4,1,1700,Gas,900,80,4,g4.jpg
254,213,4,2,1700,Electric,500,70,5,e5.jpg
231,213,4,3,1700,Induction,1300,50,5,i5.jpg
70,213,5,1,1701,Gas,1500,80,3,g3.jpg
119,213,5,2,1701,Electric,1100,50,4,e4.jpg
234,213,5,3,1701,Induction,1500,50,5,i5.jpg
181,213,6,1,1702,Gas,500,90,4,g4.jpg
227,213,6,2,1702,Electric,1100,50,5,e5.jpg
228,213,6,3,1702,Induction,1100,50,5,i5.jpg
4,213,7,1,1703,Gas,700,50,3,g3.jpg
176,213,7,2,1703,Electric,1300,80,4,e4.jpg
213,213,7,3,1703,Induction,1300,100,4,i4.jpg
169,213,8,1,1704,Gas,900,80,4,g4.jpg
218,213,8,2,1704,Electric,500,50,5,e5.jpg
87,213,8,3,1704,Induction,1300,90,3,i3.jpg
64,214,1,1,1705,Gas,1100,80,3,g3.jpg
254,214,1,2,1705,Electric,500,70,5,e5.jpg
36,214,1,3,1705,Induction,1500,60,3,i3.jpg
175,214,2,1,1706,Gas,1300,80,4,g4.jpg
269,214,2,2,1706,Electric,1500,70,5,e5.jpg
180,214,2,3,1706,Induction,1500,80,4,i4.jpg
169,214,3,1,1707,Gas,900,80,4,g4.jpg
125,214,3,2,1707,Electric,1500,50,4,e4.jpg
132,214,3,3,1707,Induction,700,60,4,i4.jpg
259,214,4,1,1708,Gas,900,70,5,g5.jpg
227,214,4,2,1708,Electric,1100,50,5,e5.jpg
189,214,4,3,1708,Induction,900,90,4,i4.jpg
169,214,5,1,1709,Gas,900,80,4,g4.jpg
179,214,5,2,1709,Electric,1500,80,4,e4.jpg
240,214,5,3,1709,Induction,700,60,5,i5.jpg
73,214,6,1,1710,Gas,500,90,3,g3.jpg
263,214,6,2,1710,Electric,1100,70,5,e5.jpg
111,214,6,3,1710,Induction,500,50,4,i4.jpg
229,214,7,1,1711,Gas,1300,50,5,g5.jpg
185,214,7,2,1711,Electric,700,90,4,e4.jpg
174,214,7,3,1711,Induction,1100,80,4,i4.jpg
88,214,8,1,1712,Gas,1500,90,3,g3.jpg
74,214,8,2,1712,Electric,500,90,3,e3.jpg
30,214,8,3,1712,Induction,1100,60,3,i3.jpg
223,215,1,1,1713,Gas,900,50,5,g5.jpg
2,215,1,2,1713,Electric,500,50,3,e3.jpg
237,215,1,3,1713,Induction,500,60,5,i5.jpg
262,215,2,1,1714,Gas,1100,70,5,g5.jpg
284,215,2,2,1714,Electric,1300,80,5,e5.jpg
279,215,2,3,1714,Induction,900,80,5,i5.jpg
247,215,3,1,1715,Gas,1300,60,5,g5.jpg
83,215,3,2,1715,Electric,1100,90,3,e3.jpg
279,215,3,3,1715,Induction,900,80,5,i5.jpg
142,215,4,1,1716,Gas,1500,60,4,g4.jpg
20,215,4,2,1716,Electric,500,60,3,e3.jpg
171,215,4,3,1716,Induction,900,80,4,i4.jpg
31,215,5,1,1717,Gas,1300,60,3,g3.jpg
254,215,5,2,1717,Electric,500,70,5,e5.jpg
111,215,5,3,1717,Induction,500,50,4,i4.jpg
316,215,6,1,1718,Gas,1100,100,5,g5.jpg
206,215,6,2,1718,Electric,900,100,4,e4.jpg
171,215,6,3,1718,Induction,900,80,4,i4.jpg
292,215,7,1,1719,Gas,700,90,5,g5.jpg
179,215,7,2,1719,Electric,1500,80,4,e4.jpg
24,215,7,3,1719,Induction,700,60,3,i3.jpg
193,215,8,1,1720,Gas,1300,90,4,g4.jpg
278,215,8,2,1720,Electric,900,80,5,e5.jpg
72,215,8,3,1720,Induction,1500,80,3,i3.jpg
19,216,1,1,1721,Gas,500,60,3,g3.jpg
35,216,1,2,1721,Electric,1500,60,3,e3.jpg
147,216,1,3,1721,Induction,500,70,4,i4.jpg
127,216,2,1,1722,Gas,500,60,4,g4.jpg
200,216,2,2,1722,Electric,500,100,4,e4.jpg
30,216,2,3,1722,Induction,1100,60,3,i3.jpg
289,216,3,1,1723,Gas,500,90,5,g5.jpg
215,216,3,2,1723,Electric,1500,100,4,e4.jpg
48,216,3,3,1723,Induction,1100,70,3,i3.jpg
19,216,4,1,1724,Gas,500,60,3,g3.jpg
101,216,4,2,1724,Electric,1100,100,3,e3.jpg
207,216,4,3,1724,Induction,900,100,4,i4.jpg
220,216,5,1,1725,Gas,700,50,5,g5.jpg
137,216,5,2,1725,Electric,1100,60,4,e4.jpg
213,216,5,3,1725,Induction,1300,100,4,i4.jpg
169,216,6,1,1726,Gas,900,80,4,g4.jpg
209,216,6,2,1726,Electric,1100,100,4,e4.jpg
96,216,6,3,1726,Induction,700,100,3,i3.jpg
58,216,7,1,1727,Gas,700,80,3,g3.jpg
179,216,7,2,1727,Electric,1500,80,4,e4.jpg
3,216,7,3,1727,Induction,500,50,3,i3.jpg
166,216,8,1,1728,Gas,700,80,4,g4.jpg
185,216,8,2,1728,Electric,700,90,4,e4.jpg
273,216,8,3,1728,Induction,500,80,5,i5.jpg
13,217,1,1,1729,Gas,1300,50,3,g3.jpg
167,217,1,2,1729,Electric,700,80,4,e4.jpg
114,217,1,3,1729,Induction,700,50,4,i4.jpg
247,217,2,1,1730,Gas,1300,60,5,g5.jpg
98,217,2,2,1730,Electric,900,100,3,e3.jpg
174,217,2,3,1730,Induction,1100,80,4,i4.jpg
259,217,3,1,1731,Gas,900,70,5,g5.jpg
140,217,3,2,1731,Electric,1300,60,4,e4.jpg
255,217,3,3,1731,Induction,500,70,5,i5.jpg
34,217,4,1,1732,Gas,1500,60,3,g3.jpg
128,217,4,2,1732,Electric,500,60,4,e4.jpg
123,217,4,3,1732,Induction,1300,50,4,i4.jpg
127,217,5,1,1733,Gas,500,60,4,g4.jpg
305,217,5,2,1733,Electric,1500,90,5,e5.jpg
90,217,5,3,1733,Induction,1500,90,3,i3.jpg
301,217,6,1,1734,Gas,1300,90,5,g5.jpg
269,217,6,2,1734,Electric,1500,70,5,e5.jpg
6,217,6,3,1734,Induction,700,50,3,i3.jpg
148,217,7,1,1735,Gas,700,70,4,g4.jpg
98,217,7,2,1735,Electric,900,100,3,e3.jpg
141,217,7,3,1735,Induction,1300,60,4,i4.jpg
115,217,8,1,1736,Gas,900,50,4,g4.jpg
206,217,8,2,1736,Electric,900,100,4,e4.jpg
183,217,8,3,1736,Induction,500,90,4,i4.jpg
295,218,1,1,1737,Gas,900,90,5,g5.jpg
113,218,1,2,1737,Electric,700,50,4,e4.jpg
213,218,1,3,1737,Induction,1300,100,4,i4.jpg
139,218,2,1,1738,Gas,1300,60,4,g4.jpg
86,218,2,2,1738,Electric,1300,90,3,e3.jpg
93,218,2,3,1738,Induction,500,100,3,i3.jpg
34,218,3,1,1739,Gas,1500,60,3,g3.jpg
5,218,3,2,1739,Electric,700,50,3,e3.jpg
165,218,3,3,1739,Induction,500,80,4,i4.jpg
13,218,4,1,1740,Gas,1300,50,3,g3.jpg
233,218,4,2,1740,Electric,1500,50,5,e5.jpg
144,218,4,3,1740,Induction,1500,60,4,i4.jpg
55,218,5,1,1741,Gas,500,80,3,g3.jpg
176,218,5,2,1741,Electric,1300,80,4,e4.jpg
114,218,5,3,1741,Induction,700,50,4,i4.jpg
319,218,6,1,1742,Gas,1300,100,5,g5.jpg
41,218,6,2,1742,Electric,700,70,3,e3.jpg
15,218,6,3,1742,Induction,1300,50,3,i3.jpg
244,218,7,1,1743,Gas,1100,60,5,g5.jpg
185,218,7,2,1743,Electric,700,90,4,e4.jpg
72,218,7,3,1743,Induction,1500,80,3,i3.jpg
208,218,8,1,1744,Gas,1100,100,4,g4.jpg
125,218,8,2,1744,Electric,1500,50,4,e4.jpg
63,218,8,3,1744,Induction,900,80,3,i3.jpg
235,219,1,1,1745,Gas,500,60,5,g5.jpg
284,219,1,2,1745,Electric,1300,80,5,e5.jpg
9,219,1,3,1745,Induction,900,50,3,i3.jpg
289,219,2,1,1746,Gas,500,90,5,g5.jpg
155,219,2,2,1746,Electric,1100,70,4,e4.jpg
141,219,2,3,1746,Induction,1300,60,4,i4.jpg
10,219,3,1,1747,Gas,1100,50,3,g3.jpg
8,219,3,2,1747,Electric,900,50,3,e3.jpg
180,219,3,3,1747,Induction,1500,80,4,i4.jpg
256,219,4,1,1748,Gas,700,70,5,g5.jpg
152,219,4,2,1748,Electric,900,70,4,e4.jpg
21,219,4,3,1748,Induction,500,60,3,i3.jpg
67,219,5,1,1749,Gas,1300,80,3,g3.jpg
77,219,5,2,1749,Electric,700,90,3,e3.jpg
120,219,5,3,1749,Induction,1100,50,4,i4.jpg
175,219,6,1,1750,Gas,1300,80,4,g4.jpg
185,219,6,2,1750,Electric,700,90,4,e4.jpg
162,219,6,3,1750,Induction,1500,70,4,i4.jpg
190,219,7,1,1751,Gas,1100,90,4,g4.jpg
74,219,7,2,1751,Electric,500,90,3,e3.jpg
264,219,7,3,1751,Induction,1100,70,5,i5.jpg
289,219,8,1,1752,Gas,500,90,5,g5.jpg
242,219,8,2,1752,Electric,900,60,5,e5.jpg
324,219,8,3,1752,Induction,1500,100,5,i5.jpg
22,220,1,1,1753,Gas,700,60,3,g3.jpg
116,220,1,2,1753,Electric,900,50,4,e4.jpg
210,220,1,3,1753,Induction,1100,100,4,i4.jpg
250,220,2,1,1754,Gas,1500,60,5,g5.jpg
17,220,2,2,1754,Electric,1500,50,3,e3.jpg
210,220,2,3,1754,Induction,1100,100,4,i4.jpg
286,220,3,1,1755,Gas,1500,80,5,g5.jpg
125,220,3,2,1755,Electric,1500,50,4,e4.jpg
258,220,3,3,1755,Induction,700,70,5,i5.jpg
139,220,4,1,1756,Gas,1300,60,4,g4.jpg
296,220,4,2,1756,Electric,900,90,5,e5.jpg
3,220,4,3,1756,Induction,500,50,3,i3.jpg
79,220,5,1,1757,Gas,900,90,3,g3.jpg
269,220,5,2,1757,Electric,1500,70,5,e5.jpg
180,220,5,3,1757,Induction,1500,80,4,i4.jpg
121,220,6,1,1758,Gas,1300,50,4,g4.jpg
5,220,6,2,1758,Electric,700,50,3,e3.jpg
84,220,6,3,1758,Induction,1100,90,3,i3.jpg
34,220,7,1,1759,Gas,1500,60,3,g3.jpg
200,220,7,2,1759,Electric,500,100,4,e4.jpg
21,220,7,3,1759,Induction,500,60,3,i3.jpg
133,220,8,1,1760,Gas,900,60,4,g4.jpg
176,220,8,2,1760,Electric,1300,80,4,e4.jpg
255,220,8,3,1760,Induction,500,70,5,i5.jpg
100,221,1,1,1761,Gas,1100,100,3,g3.jpg
29,221,1,2,1761,Electric,1100,60,3,e3.jpg
216,221,1,3,1761,Induction,1500,100,4,i4.jpg
301,221,2,1,1762,Gas,1300,90,5,g5.jpg
26,221,2,2,1762,Electric,900,60,3,e3.jpg
195,221,2,3,1762,Induction,1300,90,4,i4.jpg
46,221,3,1,1763,Gas,1100,70,3,g3.jpg
320,221,3,2,1763,Electric,1300,100,5,e5.jpg
90,221,3,3,1763,Induction,1500,90,3,i3.jpg
103,221,4,1,1764,Gas,1300,100,3,g3.jpg
209,221,4,2,1764,Electric,1100,100,4,e4.jpg
27,221,4,3,1764,Induction,900,60,3,i3.jpg
73,221,5,1,1765,Gas,500,90,3,g3.jpg
89,221,5,2,1765,Electric,1500,90,3,e3.jpg
240,221,5,3,1765,Induction,700,60,5,i5.jpg
16,221,6,1,1766,Gas,1500,50,3,g3.jpg
68,221,6,2,1766,Electric,1300,80,3,e3.jpg
249,221,6,3,1766,Induction,1300,60,5,i5.jpg
181,221,7,1,1767,Gas,500,90,4,g4.jpg
230,221,7,2,1767,Electric,1300,50,5,e5.jpg
87,221,7,3,1767,Induction,1300,90,3,i3.jpg
46,221,8,1,1768,Gas,1100,70,3,g3.jpg
71,221,8,2,1768,Electric,1500,80,3,e3.jpg
198,221,8,3,1768,Induction,1500,90,4,i4.jpg
271,222,1,1,1769,Gas,500,80,5,g5.jpg
170,222,1,2,1769,Electric,900,80,4,e4.jpg
183,222,1,3,1769,Induction,500,90,4,i4.jpg
1,222,2,1,1770,Gas,500,50,3,g3.jpg
155,222,2,2,1770,Electric,1100,70,4,e4.jpg
66,222,2,3,1770,Induction,1100,80,3,i3.jpg
31,222,3,1,1771,Gas,1300,60,3,g3.jpg
320,222,3,2,1771,Electric,1300,100,5,e5.jpg
51,222,3,3,1771,Induction,1300,70,3,i3.jpg
49,222,4,1,1772,Gas,1300,70,3,g3.jpg
35,222,4,2,1772,Electric,1500,60,3,e3.jpg
27,222,4,3,1772,Induction,900,60,3,i3.jpg
106,222,5,1,1773,Gas,1500,100,3,g3.jpg
269,222,5,2,1773,Electric,1500,70,5,e5.jpg
300,222,5,3,1773,Induction,1100,90,5,i5.jpg
172,222,6,1,1774,Gas,1100,80,4,g4.jpg
62,222,6,2,1774,Electric,900,80,3,e3.jpg
243,222,6,3,1774,Induction,900,60,5,i5.jpg
223,222,7,1,1775,Gas,900,50,5,g5.jpg
149,222,7,2,1775,Electric,700,70,4,e4.jpg
117,222,7,3,1775,Induction,900,50,4,i4.jpg
238,222,8,1,1776,Gas,700,60,5,g5.jpg
110,222,8,2,1776,Electric,500,50,4,e4.jpg
51,222,8,3,1776,Induction,1300,70,3,i3.jpg
127,223,1,1,1777,Gas,500,60,4,g4.jpg
137,223,1,2,1777,Electric,1100,60,4,e4.jpg
63,223,1,3,1777,Induction,900,80,3,i3.jpg
241,223,2,1,1778,Gas,900,60,5,g5.jpg
323,223,2,2,1778,Electric,1500,100,5,e5.jpg
21,223,2,3,1778,Induction,500,60,3,i3.jpg
85,223,3,1,1779,Gas,1300,90,3,g3.jpg
299,223,3,2,1779,Electric,1100,90,5,e5.jpg
312,223,3,3,1779,Induction,700,100,5,i5.jpg
199,223,4,1,1780,Gas,500,100,4,g4.jpg
23,223,4,2,1780,Electric,700,60,3,e3.jpg
90,223,4,3,1780,Induction,1500,90,3,i3.jpg
16,223,5,1,1781,Gas,1500,50,3,g3.jpg
257,223,5,2,1781,Electric,700,70,5,e5.jpg
309,223,5,3,1781,Induction,500,100,5,i5.jpg
304,223,6,1,1782,Gas,1500,90,5,g5.jpg
296,223,6,2,1782,Electric,900,90,5,e5.jpg
297,223,6,3,1782,Induction,900,90,5,i5.jpg
28,223,7,1,1783,Gas,1100,60,3,g3.jpg
23,223,7,2,1783,Electric,700,60,3,e3.jpg
180,223,7,3,1783,Induction,1500,80,4,i4.jpg
40,223,8,1,1784,Gas,700,70,3,g3.jpg
32,223,8,2,1784,Electric,1300,60,3,e3.jpg
9,223,8,3,1784,Induction,900,50,3,i3.jpg
118,224,1,1,1785,Gas,1100,50,4,g4.jpg
230,224,1,2,1785,Electric,1300,50,5,e5.jpg
258,224,1,3,1785,Induction,700,70,5,i5.jpg
250,224,2,1,1786,Gas,1500,60,5,g5.jpg
212,224,2,2,1786,Electric,1300,100,4,e4.jpg
3,224,2,3,1786,Induction,500,50,3,i3.jpg
148,224,3,1,1787,Gas,700,70,4,g4.jpg
278,224,3,2,1787,Electric,900,80,5,e5.jpg
114,224,3,3,1787,Induction,700,50,4,i4.jpg
136,224,4,1,1788,Gas,1100,60,4,g4.jpg
128,224,4,2,1788,Electric,500,60,4,e4.jpg
207,224,4,3,1788,Induction,900,100,4,i4.jpg
31,224,5,1,1789,Gas,1300,60,3,g3.jpg
236,224,5,2,1789,Electric,500,60,5,e5.jpg
240,224,5,3,1789,Induction,700,60,5,i5.jpg
313,224,6,1,1790,Gas,900,100,5,g5.jpg
242,224,6,2,1790,Electric,900,60,5,e5.jpg
243,224,6,3,1790,Induction,900,60,5,i5.jpg
145,224,7,1,1791,Gas,500,70,4,g4.jpg
41,224,7,2,1791,Electric,700,70,3,e3.jpg
129,224,7,3,1791,Induction,500,60,4,i4.jpg
283,224,8,1,1792,Gas,1300,80,5,g5.jpg
80,224,8,2,1792,Electric,900,90,3,e3.jpg
303,224,8,3,1792,Induction,1300,90,5,i5.jpg
115,225,1,1,1793,Gas,900,50,4,g4.jpg
23,225,1,2,1793,Electric,700,60,3,e3.jpg
324,225,1,3,1793,Induction,1500,100,5,i5.jpg
214,225,2,1,1794,Gas,1500,100,4,g4.jpg
5,225,2,2,1794,Electric,700,50,3,e3.jpg
210,225,2,3,1794,Induction,1100,100,4,i4.jpg
262,225,3,1,1795,Gas,1100,70,5,g5.jpg
122,225,3,2,1795,Electric,1300,50,4,e4.jpg
183,225,3,3,1795,Induction,500,90,4,i4.jpg
145,225,4,1,1796,Gas,500,70,4,g4.jpg
158,225,4,2,1796,Electric,1300,70,4,e4.jpg
159,225,4,3,1796,Induction,1300,70,4,i4.jpg
55,225,5,1,1797,Gas,500,80,3,g3.jpg
140,225,5,2,1797,Electric,1300,60,4,e4.jpg
279,225,5,3,1797,Induction,900,80,5,i5.jpg
280,225,6,1,1798,Gas,1100,80,5,g5.jpg
209,225,6,2,1798,Electric,1100,100,4,e4.jpg
48,225,6,3,1798,Induction,1100,70,3,i3.jpg
166,225,7,1,1799,Gas,700,80,4,g4.jpg
257,225,7,2,1799,Electric,700,70,5,e5.jpg
285,225,7,3,1799,Induction,1300,80,5,i5.jpg
220,225,8,1,1800,Gas,700,50,5,g5.jpg
212,225,8,2,1800,Electric,1300,100,4,e4.jpg
78,225,8,3,1800,Induction,700,90,3,i3.jpg
193,226,1,1,1801,Gas,1300,90,4,g4.jpg
137,226,1,2,1801,Electric,1100,60,4,e4.jpg
174,226,1,3,1801,Induction,1100,80,4,i4.jpg
292,226,2,1,1802,Gas,700,90,5,g5.jpg
62,226,2,2,1802,Electric,900,80,3,e3.jpg
66,226,2,3,1802,Induction,1100,80,3,i3.jpg
49,226,3,1,1803,Gas,1300,70,3,g3.jpg
101,226,3,2,1803,Electric,1100,100,3,e3.jpg
285,226,3,3,1803,Induction,1300,80,5,i5.jpg
208,226,4,1,1804,Gas,1100,100,4,g4.jpg
143,226,4,2,1804,Electric,1500,60,4,e4.jpg
177,226,4,3,1804,Induction,1300,80,4,i4.jpg
310,226,5,1,1805,Gas,700,100,5,g5.jpg
77,226,5,2,1805,Electric,700,90,3,e3.jpg
168,226,5,3,1805,Induction,700,80,4,i4.jpg
19,226,6,1,1806,Gas,500,60,3,g3.jpg
194,226,6,2,1806,Electric,1300,90,4,e4.jpg
297,226,6,3,1806,Induction,900,90,5,i5.jpg
169,226,7,1,1807,Gas,900,80,4,g4.jpg
14,226,7,2,1807,Electric,1300,50,3,e3.jpg
69,226,7,3,1807,Induction,1300,80,3,i3.jpg
301,226,8,1,1808,Gas,1300,90,5,g5.jpg
50,226,8,2,1808,Electric,1300,70,3,e3.jpg
132,226,8,3,1808,Induction,700,60,4,i4.jpg
301,227,1,1,1809,Gas,1300,90,5,g5.jpg
116,227,1,2,1809,Electric,900,50,4,e4.jpg
24,227,1,3,1809,Induction,700,60,3,i3.jpg
88,227,2,1,1810,Gas,1500,90,3,g3.jpg
98,227,2,2,1810,Electric,900,100,3,e3.jpg
318,227,2,3,1810,Induction,1100,100,5,i5.jpg
190,227,3,1,1811,Gas,1100,90,4,g4.jpg
257,227,3,2,1811,Electric,700,70,5,e5.jpg
297,227,3,3,1811,Induction,900,90,5,i5.jpg
271,227,4,1,1812,Gas,500,80,5,g5.jpg
