profileID,respID,qID,altID,obsID,Cooktop_Type,final_cost_price,Average_annual_usage_Cost,Indoor_air_Quality,number_of_burners
126,187,6,1,1494,Induction,1500,7,5,4
146,187,6,2,1494,Electric,500,7,10,4
136,187,6,3,1494,Gas,500,6,10,4
197,187,7,1,1495,Electric,1500,6,5,5
186,187,7,2,1495,Induction,800,8,0,5
151,187,7,3,1495,Gas,1500,7,10,4
226,187,8,1,1496,Gas,500,7,10,5
86,187,8,2,1496,Electric,800,6,0,4
134,187,8,3,1496,Electric,1500,8,5,4
38,188,1,1,1497,Electric,500,7,5,3
222,188,1,2,1497,Induction,800,6,10,5
167,188,1,3,1497,Electric,800,6,0,5
36,188,2,1,1498,Induction,1500,6,5,3
148,188,2,2,1498,Gas,800,7,10,4
127,188,2,3,1498,Gas,500,8,5,4
227,188,3,1,1499,Electric,500,7,10,5
14,188,3,2,1499,Electric,800,7,0,3
206,188,3,3,1499,Electric,1500,7,5,5
53,188,4,1,1500,Electric,1500,8,5,3
25,188,4,2,1500,Gas,1500,8,0,3
35,188,4,3,1500,Electric,1500,6,5,3
243,188,5,1,1501,Induction,1500,8,10,5
225,188,5,2,1501,Induction,1500,6,10,5
81,188,5,3,1501,Induction,1500,8,10,3
21,188,6,1,1502,Induction,500,8,0,3
3,188,6,2,1502,Induction,500,6,0,3
235,188,6,3,1502,Gas,500,8,10,5
15,188,7,1,1503,Induction,800,7,0,3
181,188,7,2,1503,Gas,500,8,0,5
28,188,7,3,1503,Gas,500,6,5,3
86,188,8,1,1504,Electric,800,6,0,4
189,188,8,2,1504,Induction,1500,8,0,5
127,188,8,3,1504,Gas,500,8,5,4
164,189,1,1,1505,Electric,500,6,0,5
91,189,1,2,1505,Gas,500,7,0,4
222,189,1,3,1505,Induction,800,6,10,5
223,189,2,1,1506,Gas,1500,6,10,5
159,189,2,2,1506,Induction,800,8,10,4
106,189,2,3,1506,Gas,1500,8,0,4
59,189,3,1,1507,Electric,800,6,10,3
114,189,3,2,1507,Induction,800,6,5,4
70,189,3,3,1507,Gas,1500,7,10,3
30,189,4,1,1508,Induction,500,6,5,3
243,189,4,2,1508,Induction,1500,8,10,5
13,189,4,3,1508,Gas,800,7,0,3
33,189,5,1,1509,Induction,800,6,5,3
161,189,5,2,1509,Electric,1500,8,10,4
45,189,5,3,1509,Induction,1500,7,5,3
47,189,6,1,1510,Electric,500,8,5,3
163,189,6,2,1510,Gas,500,6,0,5
73,189,6,3,1510,Gas,500,8,10,3
142,189,7,1,1511,Gas,1500,6,10,4
37,189,7,2,1511,Gas,500,7,5,3
155,189,7,3,1511,Electric,500,8,10,4
101,189,8,1,1512,Electric,500,8,0,4
30,189,8,2,1512,Induction,500,6,5,3
67,189,8,3,1512,Gas,800,7,10,3
2,190,1,1,1513,Electric,500,6,0,3
52,190,1,2,1513,Gas,1500,8,5,3
177,190,1,3,1513,Induction,800,7,0,5
117,190,2,1,1514,Induction,1500,6,5,4
179,190,2,2,1514,Electric,1500,7,0,5
184,190,2,3,1514,Gas,800,8,0,5
71,190,3,1,1515,Electric,1500,7,10,3
53,190,3,2,1515,Electric,1500,8,5,3
37,190,3,3,1515,Gas,500,7,5,3
168,190,4,1,1516,Induction,800,6,0,5
193,190,4,2,1516,Gas,800,6,5,5
10,190,4,3,1516,Gas,500,7,0,3
188,190,5,1,1517,Electric,1500,8,0,5
72,190,5,2,1517,Induction,1500,7,10,3
80,190,5,3,1517,Electric,1500,8,10,3
96,190,6,1,1518,Induction,800,7,0,4
40,190,6,2,1518,Gas,800,7,5,3
101,190,6,3,1518,Electric,500,8,0,4
37,190,7,1,1519,Gas,500,7,5,3
235,190,7,2,1519,Gas,500,8,10,5
174,190,7,3,1519,Induction,500,7,0,5
165,190,8,1,1520,Induction,500,6,0,5
7,190,8,2,1520,Gas,1500,6,0,3
168,190,8,3,1520,Induction,800,6,0,5
46,191,1,1,1521,Gas,500,8,5,3
66,191,1,2,1521,Induction,500,7,10,3
239,191,1,3,1521,Electric,800,8,10,5
66,191,2,1,1522,Induction,500,7,10,3
137,191,2,2,1522,Electric,500,6,10,4
67,191,2,3,1522,Gas,800,7,10,3
243,191,3,1,1523,Induction,1500,8,10,5
190,191,3,2,1523,Gas,500,6,5,5
146,191,3,3,1523,Electric,500,7,10,4
164,191,4,1,1524,Electric,500,6,0,5
70,191,4,2,1524,Gas,1500,7,10,3
69,191,4,3,1524,Induction,800,7,10,3
163,191,5,1,1525,Gas,500,6,0,5
90,191,5,2,1525,Induction,1500,6,0,4
109,191,5,3,1525,Gas,500,6,5,4
48,191,6,1,1526,Induction,500,8,5,3
92,191,6,2,1526,Electric,500,7,0,4
233,191,6,3,1526,Electric,1500,7,10,5
37,191,7,1,1527,Gas,500,7,5,3
35,191,7,2,1527,Electric,1500,6,5,3
196,191,7,3,1527,Gas,1500,6,5,5
195,191,8,1,1528,Induction,800,6,5,5
84,191,8,2,1528,Induction,500,6,0,4
75,191,8,3,1528,Induction,500,8,10,3
148,192,1,1,1529,Gas,800,7,10,4
230,192,1,2,1529,Electric,800,7,10,5
119,192,1,3,1529,Electric,500,7,5,4
155,192,2,1,1530,Electric,500,8,10,4
123,192,2,2,1530,Induction,800,7,5,4
216,192,2,3,1530,Induction,1500,8,5,5
238,192,3,1,1531,Gas,800,8,10,5
240,192,3,2,1531,Induction,800,8,10,5
21,192,3,3,1531,Induction,500,8,0,3
205,192,4,1,1532,Gas,1500,7,5,5
73,192,4,2,1532,Gas,500,8,10,3
237,192,4,3,1532,Induction,500,8,10,5
94,192,5,1,1533,Gas,800,7,0,4
18,192,5,2,1533,Induction,1500,7,0,3
84,192,5,3,1533,Induction,500,6,0,4
95,192,6,1,1534,Electric,800,7,0,4
36,192,6,2,1534,Induction,1500,6,5,3
64,192,6,3,1534,Gas,500,7,10,3
72,192,7,1,1535,Induction,1500,7,10,3
107,192,7,2,1535,Electric,1500,8,0,4
76,192,7,3,1535,Gas,800,8,10,3
200,192,8,1,1536,Electric,500,7,5,5
84,192,8,2,1536,Induction,500,6,0,4
182,192,8,3,1536,Electric,500,8,0,5
36,193,1,1,1537,Induction,1500,6,5,3
149,193,1,2,1537,Electric,800,7,10,4
32,193,1,3,1537,Electric,800,6,5,3
217,193,2,1,1538,Gas,500,6,10,5
114,193,2,2,1538,Induction,800,6,5,4
214,193,2,3,1538,Gas,1500,8,5,5
181,193,3,1,1539,Gas,500,8,0,5
224,193,3,2,1539,Electric,1500,6,10,5
129,193,3,3,1539,Induction,500,8,5,4
58,193,4,1,1540,Gas,800,6,10,3
147,193,4,2,1540,Induction,500,7,10,4
55,193,4,3,1540,Gas,500,6,10,3
36,193,5,1,1541,Induction,1500,6,5,3
179,193,5,2,1541,Electric,1500,7,0,5
87,193,5,3,1541,Induction,800,6,0,4
38,193,6,1,1542,Electric,500,7,5,3
56,193,6,2,1542,Electric,500,6,10,3
238,193,6,3,1542,Gas,800,8,10,5
90,193,7,1,1543,Induction,1500,6,0,4
224,193,7,2,1543,Electric,1500,6,10,5
83,193,7,3,1543,Electric,500,6,0,4
124,193,8,1,1544,Gas,1500,7,5,4
232,193,8,2,1544,Gas,1500,7,10,5
93,193,8,3,1544,Induction,500,7,0,4
206,194,1,1,1545,Electric,1500,7,5,5
232,194,1,2,1545,Gas,1500,7,10,5
101,194,1,3,1545,Electric,500,8,0,4
180,194,2,1,1546,Induction,1500,7,0,5
175,194,2,2,1546,Gas,800,7,0,5
101,194,2,3,1546,Electric,500,8,0,4
130,194,3,1,1547,Gas,800,8,5,4
25,194,3,2,1547,Gas,1500,8,0,3
139,194,3,3,1547,Gas,800,6,10,4
236,194,4,1,1548,Electric,500,8,10,5
50,194,4,2,1548,Electric,800,8,5,3
224,194,4,3,1548,Electric,1500,6,10,5
12,194,5,1,1549,Induction,500,7,0,3
32,194,5,2,1549,Electric,800,6,5,3
128,194,5,3,1549,Electric,500,8,5,4
58,194,6,1,1550,Gas,800,6,10,3
27,194,6,2,1550,Induction,1500,8,0,3
93,194,6,3,1550,Induction,500,7,0,4
19,194,7,1,1551,Gas,500,8,0,3
213,194,7,2,1551,Induction,800,8,5,5
80,194,7,3,1551,Electric,1500,8,10,3
182,194,8,1,1552,Electric,500,8,0,5
234,194,8,2,1552,Induction,1500,7,10,5
223,194,8,3,1552,Gas,1500,6,10,5
133,195,1,1,1553,Gas,1500,8,5,4
57,195,1,2,1553,Induction,500,6,10,3
154,195,1,3,1553,Gas,500,8,10,4
210,195,2,1,1554,Induction,500,8,5,5
178,195,2,2,1554,Gas,1500,7,0,5
124,195,2,3,1554,Gas,1500,7,5,4
132,195,3,1,1555,Induction,800,8,5,4
236,195,3,2,1555,Electric,500,8,10,5
4,195,3,3,1555,Gas,800,6,0,3
152,195,4,1,1556,Electric,1500,7,10,4
97,195,4,2,1556,Gas,1500,7,0,4
118,195,4,3,1556,Gas,500,7,5,4
188,195,5,1,1557,Electric,1500,8,0,5
54,195,5,2,1557,Induction,1500,8,5,3
31,195,5,3,1557,Gas,800,6,5,3
33,195,6,1,1558,Induction,800,6,5,3
4,195,6,2,1558,Gas,800,6,0,3
138,195,6,3,1558,Induction,500,6,10,4
168,195,7,1,1559,Induction,800,6,0,5
181,195,7,2,1559,Gas,500,8,0,5
108,195,7,3,1559,Induction,1500,8,0,4
34,195,8,1,1560,Gas,1500,6,5,3
27,195,8,2,1560,Induction,1500,8,0,3
54,195,8,3,1560,Induction,1500,8,5,3
181,196,1,1,1561,Gas,500,8,0,5
180,196,1,2,1561,Induction,1500,7,0,5
61,196,1,3,1561,Gas,1500,6,10,3
155,196,2,1,1562,Electric,500,8,10,4
232,196,2,2,1562,Gas,1500,7,10,5
29,196,2,3,1562,Electric,500,6,5,3
233,196,3,1,1563,Electric,1500,7,10,5
79,196,3,2,1563,Gas,1500,8,10,3
33,196,3,3,1563,Induction,800,6,5,3
90,196,4,1,1564,Induction,1500,6,0,4
121,196,4,2,1564,Gas,800,7,5,4
129,196,4,3,1564,Induction,500,8,5,4
127,196,5,1,1565,Gas,500,8,5,4
79,196,5,2,1565,Gas,1500,8,10,3
80,196,5,3,1565,Electric,1500,8,10,3
164,196,6,1,1566,Electric,500,6,0,5
212,196,6,2,1566,Electric,800,8,5,5
153,196,6,3,1566,Induction,1500,7,10,4
200,196,7,1,1567,Electric,500,7,5,5
32,196,7,2,1567,Electric,800,6,5,3
111,196,7,3,1567,Induction,500,6,5,4
33,196,8,1,1568,Induction,800,6,5,3
119,196,8,2,1568,Electric,500,7,5,4
230,196,8,3,1568,Electric,800,7,10,5
143,197,1,1,1569,Electric,1500,6,10,4
135,197,1,2,1569,Induction,1500,8,5,4
229,197,1,3,1569,Gas,800,7,10,5
162,197,2,1,1570,Induction,1500,8,10,4
187,197,2,2,1570,Gas,1500,8,0,5
48,197,2,3,1570,Induction,500,8,5,3
199,197,3,1,1571,Gas,500,7,5,5
151,197,3,2,1571,Gas,1500,7,10,4
122,197,3,3,1571,Electric,800,7,5,4
39,197,4,1,1572,Induction,500,7,5,3
241,197,4,2,1572,Gas,1500,8,10,5
3,197,4,3,1572,Induction,500,6,0,3
192,197,5,1,1573,Induction,500,6,5,5
124,197,5,2,1573,Gas,1500,7,5,4
195,197,5,3,1573,Induction,800,6,5,5
79,197,6,1,1574,Gas,1500,8,10,3
21,197,6,2,1574,Induction,500,8,0,3
128,197,6,3,1574,Electric,500,8,5,4
227,197,7,1,1575,Electric,500,7,10,5
65,197,7,2,1575,Electric,500,7,10,3
75,197,7,3,1575,Induction,500,8,10,3
185,197,8,1,1576,Electric,800,8,0,5
156,197,8,2,1576,Induction,500,8,10,4
220,197,8,3,1576,Gas,800,6,10,5
86,198,1,1,1577,Electric,800,6,0,4
38,198,1,2,1577,Electric,500,7,5,3
90,198,1,3,1577,Induction,1500,6,0,4
228,198,2,1,1578,Induction,500,7,10,5
9,198,2,2,1578,Induction,1500,6,0,3
139,198,2,3,1578,Gas,800,6,10,4
118,198,3,1,1579,Gas,500,7,5,4
217,198,3,2,1579,Gas,500,6,10,5
82,198,3,3,1579,Gas,500,6,0,4
149,198,4,1,1580,Electric,800,7,10,4
178,198,4,2,1580,Gas,1500,7,0,5
131,198,4,3,1580,Electric,800,8,5,4
153,198,5,1,1581,Induction,1500,7,10,4
206,198,5,2,1581,Electric,1500,7,5,5
72,198,5,3,1581,Induction,1500,7,10,3
184,198,6,1,1582,Gas,800,8,0,5
190,198,6,2,1582,Gas,500,6,5,5
187,198,6,3,1582,Gas,1500,8,0,5
224,198,7,1,1583,Electric,1500,6,10,5
80,198,7,2,1583,Electric,1500,8,10,3
2,198,7,3,1583,Electric,500,6,0,3
236,198,8,1,1584,Electric,500,8,10,5
229,198,8,2,1584,Gas,800,7,10,5
227,198,8,3,1584,Electric,500,7,10,5
75,199,1,1,1585,Induction,500,8,10,3
236,199,1,2,1585,Electric,500,8,10,5
126,199,1,3,1585,Induction,1500,7,5,4
79,199,2,1,1586,Gas,1500,8,10,3
141,199,2,2,1586,Induction,800,6,10,4
56,199,2,3,1586,Electric,500,6,10,3
227,199,3,1,1587,Electric,500,7,10,5
178,199,3,2,1587,Gas,1500,7,0,5
25,199,3,3,1587,Gas,1500,8,0,3
221,199,4,1,1588,Electric,800,6,10,5
101,199,4,2,1588,Electric,500,8,0,4
194,199,4,3,1588,Electric,800,6,5,5
102,199,5,1,1589,Induction,500,8,0,4
61,199,5,2,1589,Gas,1500,6,10,3
58,199,5,3,1589,Gas,800,6,10,3
57,199,6,1,1590,Induction,500,6,10,3
208,199,6,2,1590,Gas,500,8,5,5
87,199,6,3,1590,Induction,800,6,0,4
15,199,7,1,1591,Induction,800,7,0,3
190,199,7,2,1591,Gas,500,6,5,5
128,199,7,3,1591,Electric,500,8,5,4
28,199,8,1,1592,Gas,500,6,5,3
70,199,8,2,1592,Gas,1500,7,10,3
58,199,8,3,1592,Gas,800,6,10,3
173,200,1,1,1593,Electric,500,7,0,5
52,200,1,2,1593,Gas,1500,8,5,3
80,200,1,3,1593,Electric,1500,8,10,3
67,200,2,1,1594,Gas,800,7,10,3
174,200,2,2,1594,Induction,500,7,0,5
151,200,2,3,1594,Gas,1500,7,10,4
219,200,3,1,1595,Induction,500,6,10,5
70,200,3,2,1595,Gas,1500,7,10,3
150,200,3,3,1595,Induction,800,7,10,4
129,200,4,1,1596,Induction,500,8,5,4
31,200,4,2,1596,Gas,800,6,5,3
158,200,4,3,1596,Electric,800,8,10,4
21,200,5,1,1597,Induction,500,8,0,3
101,200,5,2,1597,Electric,500,8,0,4
71,200,5,3,1597,Electric,1500,7,10,3
62,200,6,1,1598,Electric,1500,6,10,3
214,200,6,2,1598,Gas,1500,8,5,5
235,200,6,3,1598,Gas,500,8,10,5
124,200,7,1,1599,Gas,1500,7,5,4
86,200,7,2,1599,Electric,800,6,0,4
167,200,7,3,1599,Electric,800,6,0,5
147,200,8,1,1600,Induction,500,7,10,4
55,200,8,2,1600,Gas,500,6,10,3
6,200,8,3,1600,Induction,800,6,0,3
193,201,1,1,1601,Gas,800,6,5,5
162,201,1,2,1601,Induction,1500,8,10,4
56,201,1,3,1601,Electric,500,6,10,3
40,201,2,1,1602,Gas,800,7,5,3
57,201,2,2,1602,Induction,500,6,10,3
125,201,2,3,1602,Electric,1500,7,5,4
24,201,3,1,1603,Induction,800,8,0,3
220,201,3,2,1603,Gas,800,6,10,5
73,201,3,3,1603,Gas,500,8,10,3
26,201,4,1,1604,Electric,1500,8,0,3
21,201,4,2,1604,Induction,500,8,0,3
118,201,4,3,1604,Gas,500,7,5,4
33,201,5,1,1605,Induction,800,6,5,3
80,201,5,2,1605,Electric,1500,8,10,3
46,201,5,3,1605,Gas,500,8,5,3
62,201,6,1,1606,Electric,1500,6,10,3
72,201,6,2,1606,Induction,1500,7,10,3
37,201,6,3,1606,Gas,500,7,5,3
15,201,7,1,1607,Induction,800,7,0,3
98,201,7,2,1607,Electric,1500,7,0,4
9,201,7,3,1607,Induction,1500,6,0,3
217,201,8,1,1608,Gas,500,6,10,5
224,201,8,2,1608,Electric,1500,6,10,5
138,201,8,3,1608,Induction,500,6,10,4
172,202,1,1,1609,Gas,500,7,0,5
141,202,1,2,1609,Induction,800,6,10,4
74,202,1,3,1609,Electric,500,8,10,3
150,202,2,1,1610,Induction,800,7,10,4
128,202,2,2,1610,Electric,500,8,5,4
21,202,2,3,1610,Induction,500,8,0,3
137,202,3,1,1611,Electric,500,6,10,4
243,202,3,2,1611,Induction,1500,8,10,5
102,202,3,3,1611,Induction,500,8,0,4
200,202,4,1,1612,Electric,500,7,5,5
105,202,4,2,1612,Induction,800,8,0,4
5,202,4,3,1612,Electric,800,6,0,3
207,202,5,1,1613,Induction,1500,7,5,5
1,202,5,2,1613,Gas,500,6,0,3
42,202,5,3,1613,Induction,800,7,5,3
98,202,6,1,1614,Electric,1500,7,0,4
237,202,6,2,1614,Induction,500,8,10,5
70,202,6,3,1614,Gas,1500,7,10,3
65,202,7,1,1615,Electric,500,7,10,3
128,202,7,2,1615,Electric,500,8,5,4
217,202,7,3,1615,Gas,500,6,10,5
19,202,8,1,1616,Gas,500,8,0,3
233,202,8,2,1616,Electric,1500,7,10,5
136,202,8,3,1616,Gas,500,6,10,4
112,203,1,1,1617,Gas,800,6,5,4
37,203,1,2,1617,Gas,500,7,5,3
95,203,1,3,1617,Electric,800,7,0,4
24,203,2,1,1618,Induction,800,8,0,3
55,203,2,2,1618,Gas,500,6,10,3
207,203,2,3,1618,Induction,1500,7,5,5
190,203,3,1,1619,Gas,500,6,5,5
102,203,3,2,1619,Induction,500,8,0,4
233,203,3,3,1619,Electric,1500,7,10,5
28,203,4,1,1620,Gas,500,6,5,3
107,203,4,2,1620,Electric,1500,8,0,4
16,203,4,3,1620,Gas,1500,7,0,3
145,203,5,1,1621,Gas,500,7,10,4
217,203,5,2,1621,Gas,500,6,10,5
208,203,5,3,1621,Gas,500,8,5,5
192,203,6,1,1622,Induction,500,6,5,5
46,203,6,2,1622,Gas,500,8,5,3
100,203,6,3,1622,Gas,500,8,0,4
18,203,7,1,1623,Induction,1500,7,0,3
43,203,7,2,1623,Gas,1500,7,5,3
180,203,7,3,1623,Induction,1500,7,0,5
146,203,8,1,1624,Electric,500,7,10,4
149,203,8,2,1624,Electric,800,7,10,4
173,203,8,3,1624,Electric,500,7,0,5
195,204,1,1,1625,Induction,800,6,5,5
156,204,1,2,1625,Induction,500,8,10,4
227,204,1,3,1625,Electric,500,7,10,5
51,204,2,1,1626,Induction,800,8,5,3
145,204,2,2,1626,Gas,500,7,10,4
66,204,2,3,1626,Induction,500,7,10,3
59,204,3,1,1627,Electric,800,6,10,3
8,204,3,2,1627,Electric,1500,6,0,3
215,204,3,3,1627,Electric,1500,8,5,5
143,204,4,1,1628,Electric,1500,6,10,4
142,204,4,2,1628,Gas,1500,6,10,4
117,204,4,3,1628,Induction,1500,6,5,4
62,204,5,1,1629,Electric,1500,6,10,3
32,204,5,2,1629,Electric,800,6,5,3
132,204,5,3,1629,Induction,800,8,5,4
138,204,6,1,1630,Induction,500,6,10,4
64,204,6,2,1630,Gas,500,7,10,3
151,204,6,3,1630,Gas,1500,7,10,4
32,204,7,1,1631,Electric,800,6,5,3
193,204,7,2,1631,Gas,800,6,5,5
90,204,7,3,1631,Induction,1500,6,0,4
123,204,8,1,1632,Induction,800,7,5,4
134,204,8,2,1632,Electric,1500,8,5,4
208,204,8,3,1632,Gas,500,8,5,5
1,205,1,1,1633,Gas,500,6,0,3
113,205,1,2,1633,Electric,800,6,5,4
193,205,1,3,1633,Gas,800,6,5,5
61,205,2,1,1634,Gas,1500,6,10,3
48,205,2,2,1634,Induction,500,8,5,3
89,205,2,3,1634,Electric,1500,6,0,4
58,205,3,1,1635,Gas,800,6,10,3
54,205,3,2,1635,Induction,1500,8,5,3
190,205,3,3,1635,Gas,500,6,5,5
103,205,4,1,1636,Gas,800,8,0,4
9,205,4,2,1636,Induction,1500,6,0,3
234,205,4,3,1636,Induction,1500,7,10,5
220,205,5,1,1637,Gas,800,6,10,5
96,205,5,2,1637,Induction,800,7,0,4
34,205,5,3,1637,Gas,1500,6,5,3
78,205,6,1,1638,Induction,800,8,10,3
55,205,6,2,1638,Gas,500,6,10,3
204,205,6,3,1638,Induction,800,7,5,5
232,205,7,1,1639,Gas,1500,7,10,5
195,205,7,2,1639,Induction,800,6,5,5
159,205,7,3,1639,Induction,800,8,10,4
1,205,8,1,1640,Gas,500,6,0,3
122,205,8,2,1640,Electric,800,7,5,4
243,205,8,3,1640,Induction,1500,8,10,5
49,206,1,1,1641,Gas,800,8,5,3
209,206,1,2,1641,Electric,500,8,5,5
98,206,1,3,1641,Electric,1500,7,0,4
139,206,2,1,1642,Gas,800,6,10,4
176,206,2,2,1642,Electric,800,7,0,5
218,206,2,3,1642,Electric,500,6,10,5
225,206,3,1,1643,Induction,1500,6,10,5
64,206,3,2,1643,Gas,500,7,10,3
45,206,3,3,1643,Induction,1500,7,5,3
162,206,4,1,1644,Induction,1500,8,10,4
48,206,4,2,1644,Induction,500,8,5,3
106,206,4,3,1644,Gas,1500,8,0,4
139,206,5,1,1645,Gas,800,6,10,4
151,206,5,2,1645,Gas,1500,7,10,4
16,206,5,3,1645,Gas,1500,7,0,3
165,206,6,1,1646,Induction,500,6,0,5
3,206,6,2,1646,Induction,500,6,0,3
24,206,6,3,1646,Induction,800,8,0,3
58,206,7,1,1647,Gas,800,6,10,3
177,206,7,2,1647,Induction,800,7,0,5
129,206,7,3,1647,Induction,500,8,5,4
28,206,8,1,1648,Gas,500,6,5,3
27,206,8,2,1648,Induction,1500,8,0,3
195,206,8,3,1648,Induction,800,6,5,5
35,207,1,1,1649,Electric,1500,6,5,3
167,207,1,2,1649,Electric,800,6,0,5
43,207,1,3,1649,Gas,1500,7,5,3
235,207,2,1,1650,Gas,500,8,10,5
116,207,2,2,1650,Electric,1500,6,5,4
227,207,2,3,1650,Electric,500,7,10,5
146,207,3,1,1651,Electric,500,7,10,4
86,207,3,2,1651,Electric,800,6,0,4
203,207,3,3,1651,Electric,800,7,5,5
22,207,4,1,1652,Gas,800,8,0,3
231,207,4,2,1652,Induction,800,7,10,5
53,207,4,3,1652,Electric,1500,8,5,3
120,207,5,1,1653,Induction,500,7,5,4
101,207,5,2,1653,Electric,500,8,0,4
41,207,5,3,1653,Electric,800,7,5,3
167,207,6,1,1654,Electric,800,6,0,5
83,207,6,2,1654,Electric,500,6,0,4
231,207,6,3,1654,Induction,800,7,10,5
144,207,7,1,1655,Induction,1500,6,10,4
177,207,7,2,1655,Induction,800,7,0,5
58,207,7,3,1655,Gas,800,6,10,3
97,207,8,1,1656,Gas,1500,7,0,4
242,207,8,2,1656,Electric,1500,8,10,5
169,207,8,3,1656,Gas,1500,6,0,5
35,208,1,1,1657,Electric,1500,6,5,3
7,208,1,2,1657,Gas,1500,6,0,3
122,208,1,3,1657,Electric,800,7,5,4
49,208,2,1,1658,Gas,800,8,5,3
108,208,2,2,1658,Induction,1500,8,0,4
165,208,2,3,1658,Induction,500,6,0,5
86,208,3,1,1659,Electric,800,6,0,4
87,208,3,2,1659,Induction,800,6,0,4
19,208,3,3,1659,Gas,500,8,0,3
197,208,4,1,1660,Electric,1500,6,5,5
18,208,4,2,1660,Induction,1500,7,0,3
65,208,4,3,1660,Electric,500,7,10,3
70,208,5,1,1661,Gas,1500,7,10,3
4,208,5,2,1661,Gas,800,6,0,3
181,208,5,3,1661,Gas,500,8,0,5
52,208,6,1,1662,Gas,1500,8,5,3
138,208,6,2,1662,Induction,500,6,10,4
162,208,6,3,1662,Induction,1500,8,10,4
88,208,7,1,1663,Gas,1500,6,0,4
26,208,7,2,1663,Electric,1500,8,0,3
9,208,7,3,1663,Induction,1500,6,0,3
159,208,8,1,1664,Induction,800,8,10,4
242,208,8,2,1664,Electric,1500,8,10,5
234,208,8,3,1664,Induction,1500,7,10,5
44,209,1,1,1665,Electric,1500,7,5,3
108,209,1,2,1665,Induction,1500,8,0,4
166,209,1,3,1665,Gas,800,6,0,5
24,209,2,1,1666,Induction,800,8,0,3
113,209,2,2,1666,Electric,800,6,5,4
37,209,2,3,1666,Gas,500,7,5,3
208,209,3,1,1667,Gas,500,8,5,5
70,209,3,2,1667,Gas,1500,7,10,3
169,209,3,3,1667,Gas,1500,6,0,5
196,209,4,1,1668,Gas,1500,6,5,5
35,209,4,2,1668,Electric,1500,6,5,3
103,209,4,3,1668,Gas,800,8,0,4
9,209,5,1,1669,Induction,1500,6,0,3
37,209,5,2,1669,Gas,500,7,5,3
176,209,5,3,1669,Electric,800,7,0,5
157,209,6,1,1670,Gas,800,8,10,4
87,209,6,2,1670,Induction,800,6,0,4
137,209,6,3,1670,Electric,500,6,10,4
97,209,7,1,1671,Gas,1500,7,0,4
189,209,7,2,1671,Induction,1500,8,0,5
185,209,7,3,1671,Electric,800,8,0,5
129,209,8,1,1672,Induction,500,8,5,4
92,209,8,2,1672,Electric,500,7,0,4
28,209,8,3,1672,Gas,500,6,5,3
96,210,1,1,1673,Induction,800,7,0,4
198,210,1,2,1673,Induction,1500,6,5,5
62,210,1,3,1673,Electric,1500,6,10,3
83,210,2,1,1674,Electric,500,6,0,4
225,210,2,2,1674,Induction,1500,6,10,5
66,210,2,3,1674,Induction,500,7,10,3
1,210,3,1,1675,Gas,500,6,0,3
58,210,3,2,1675,Gas,800,6,10,3
70,210,3,3,1675,Gas,1500,7,10,3
87,210,4,1,1676,Induction,800,6,0,4
8,210,4,2,1676,Electric,1500,6,0,3
93,210,4,3,1676,Induction,500,7,0,4
32,210,5,1,1677,Electric,800,6,5,3
228,210,5,2,1677,Induction,500,7,10,5
31,210,5,3,1677,Gas,800,6,5,3
81,210,6,1,1678,Induction,1500,8,10,3
143,210,6,2,1678,Electric,1500,6,10,4
30,210,6,3,1678,Induction,500,6,5,3
151,210,7,1,1679,Gas,1500,7,10,4
120,210,7,2,1679,Induction,500,7,5,4
73,210,7,3,1679,Gas,500,8,10,3
146,210,8,1,1680,Electric,500,7,10,4
29,210,8,2,1680,Electric,500,6,5,3
106,210,8,3,1680,Gas,1500,8,0,4
48,211,1,1,1681,Induction,500,8,5,3
189,211,1,2,1681,Induction,1500,8,0,5
35,211,1,3,1681,Electric,1500,6,5,3
211,211,2,1,1682,Gas,800,8,5,5
20,211,2,2,1682,Electric,500,8,0,3
108,211,2,3,1682,Induction,1500,8,0,4
218,211,3,1,1683,Electric,500,6,10,5
84,211,3,2,1683,Induction,500,6,0,4
213,211,3,3,1683,Induction,800,8,5,5
90,211,4,1,1684,Induction,1500,6,0,4
60,211,4,2,1684,Induction,800,6,10,3
79,211,4,3,1684,Gas,1500,8,10,3
143,211,5,1,1685,Electric,1500,6,10,4
122,211,5,2,1685,Electric,800,7,5,4
179,211,5,3,1685,Electric,1500,7,0,5
227,211,6,1,1686,Electric,500,7,10,5
71,211,6,2,1686,Electric,1500,7,10,3
235,211,6,3,1686,Gas,500,8,10,5
33,211,7,1,1687,Induction,800,6,5,3
78,211,7,2,1687,Induction,800,8,10,3
161,211,7,3,1687,Electric,1500,8,10,4
37,211,8,1,1688,Gas,500,7,5,3
86,211,8,2,1688,Electric,800,6,0,4
198,211,8,3,1688,Induction,1500,6,5,5
124,212,1,1,1689,Gas,1500,7,5,4
183,212,1,2,1689,Induction,500,8,0,5
213,212,1,3,1689,Induction,800,8,5,5
71,212,2,1,1690,Electric,1500,7,10,3
66,212,2,2,1690,Induction,500,7,10,3
59,212,2,3,1690,Electric,800,6,10,3
126,212,3,1,1691,Induction,1500,7,5,4
241,212,3,2,1691,Gas,1500,8,10,5
110,212,3,3,1691,Electric,500,6,5,4
157,212,4,1,1692,Gas,800,8,10,4
177,212,4,2,1692,Induction,800,7,0,5
