profileID,respID,qID,altID,obsID,Cooktop_Type,final_cost_price,Average_annual_usage_Cost,Indoor_air_Quality,number_of_burners,image
123,98,6,3,782,Induction,800,7,5,4,i4.jpg
223,98,7,1,783,Gas,1500,6,10,5,g5.jpg
149,98,7,2,783,Electric,800,7,10,4,e4.jpg
237,98,7,3,783,Induction,500,8,10,5,i5.jpg
133,98,8,1,784,Gas,1500,8,5,4,g4.jpg
206,98,8,2,784,Electric,1500,7,5,5,e5.jpg
9,98,8,3,784,Induction,1500,6,0,3,i3.jpg
19,99,1,1,785,Gas,500,8,0,3,g3.jpg
182,99,1,2,785,Electric,500,8,0,5,e5.jpg
3,99,1,3,785,Induction,500,6,0,3,i3.jpg
31,99,2,1,786,Gas,800,6,5,3,g3.jpg
224,99,2,2,786,Electric,1500,6,10,5,e5.jpg
60,99,2,3,786,Induction,800,6,10,3,i3.jpg
202,99,3,1,787,Gas,800,7,5,5,g5.jpg
83,99,3,2,787,Electric,500,6,0,4,e4.jpg
36,99,3,3,787,Induction,1500,6,5,3,i3.jpg
19,99,4,1,788,Gas,500,8,0,3,g3.jpg
140,99,4,2,788,Electric,800,6,10,4,e4.jpg
39,99,4,3,788,Induction,500,7,5,3,i3.jpg
1,99,5,1,789,Gas,500,6,0,3,g3.jpg
86,99,5,2,789,Electric,800,6,0,4,e4.jpg
120,99,5,3,789,Induction,500,7,5,4,i4.jpg
79,99,6,1,790,Gas,1500,8,10,3,g3.jpg
128,99,6,2,790,Electric,500,8,5,4,e4.jpg
186,99,6,3,790,Induction,800,8,0,5,i5.jpg
43,99,7,1,791,Gas,1500,7,5,3,g3.jpg
86,99,7,2,791,Electric,800,6,0,4,e4.jpg
39,99,7,3,791,Induction,500,7,5,3,i3.jpg
103,99,8,1,792,Gas,800,8,0,4,g4.jpg
113,99,8,2,792,Electric,800,6,5,4,e4.jpg
195,99,8,3,792,Induction,800,6,5,5,i5.jpg
121,100,1,1,793,Gas,800,7,5,4,g4.jpg
95,100,1,2,793,Electric,800,7,0,4,e4.jpg
87,100,1,3,793,Induction,800,6,0,4,i4.jpg
22,100,2,1,794,Gas,800,8,0,3,g3.jpg
41,100,2,2,794,Electric,800,7,5,3,e3.jpg
78,100,2,3,794,Induction,800,8,10,3,i3.jpg
79,100,3,1,795,Gas,1500,8,10,3,g3.jpg
92,100,3,2,795,Electric,500,7,0,4,e4.jpg
228,100,3,3,795,Induction,500,7,10,5,i5.jpg
82,100,4,1,796,Gas,500,6,0,4,g4.jpg
182,100,4,2,796,Electric,500,8,0,5,e5.jpg
60,100,4,3,796,Induction,800,6,10,3,i3.jpg
238,100,5,1,797,Gas,800,8,10,5,g5.jpg
2,100,5,2,797,Electric,500,6,0,3,e3.jpg
21,100,5,3,797,Induction,500,8,0,3,i3.jpg
133,100,6,1,798,Gas,1500,8,5,4,g4.jpg
47,100,6,2,798,Electric,500,8,5,3,e3.jpg
204,100,6,3,798,Induction,800,7,5,5,i5.jpg
91,100,7,1,799,Gas,500,7,0,4,g4.jpg
191,100,7,2,799,Electric,500,6,5,5,e5.jpg
90,100,7,3,799,Induction,1500,6,0,4,i4.jpg
142,100,8,1,800,Gas,1500,6,10,4,g4.jpg
227,100,8,2,800,Electric,500,7,10,5,e5.jpg
57,100,8,3,800,Induction,500,6,10,3,i3.jpg
130,101,1,1,801,Gas,800,8,5,4,g4.jpg
233,101,1,2,801,Electric,1500,7,10,5,e5.jpg
63,101,1,3,801,Induction,1500,6,10,3,i3.jpg
94,101,2,1,802,Gas,800,7,0,4,g4.jpg
152,101,2,2,802,Electric,1500,7,10,4,e4.jpg
144,101,2,3,802,Induction,1500,6,10,4,i4.jpg
52,101,3,1,803,Gas,1500,8,5,3,g3.jpg
122,101,3,2,803,Electric,800,7,5,4,e4.jpg
69,101,3,3,803,Induction,800,7,10,3,i3.jpg
205,101,4,1,804,Gas,1500,7,5,5,g5.jpg
2,101,4,2,804,Electric,500,6,0,3,e3.jpg
183,101,4,3,804,Induction,500,8,0,5,i5.jpg
148,101,5,1,805,Gas,800,7,10,4,g4.jpg
161,101,5,2,805,Electric,1500,8,10,4,e4.jpg
198,101,5,3,805,Induction,1500,6,5,5,i5.jpg
91,101,6,1,806,Gas,500,7,0,4,g4.jpg
50,101,6,2,806,Electric,800,8,5,3,e3.jpg
138,101,6,3,806,Induction,500,6,10,4,i4.jpg
7,101,7,1,807,Gas,1500,6,0,3,g3.jpg
179,101,7,2,807,Electric,1500,7,0,5,e5.jpg
72,101,7,3,807,Induction,1500,7,10,3,i3.jpg
121,101,8,1,808,Gas,800,7,5,4,g4.jpg
59,101,8,2,808,Electric,800,6,10,3,e3.jpg
219,101,8,3,808,Induction,500,6,10,5,i5.jpg
61,102,1,1,809,Gas,1500,6,10,3,g3.jpg
242,102,1,2,809,Electric,1500,8,10,5,e5.jpg
24,102,1,3,809,Induction,800,8,0,3,i3.jpg
100,102,2,1,810,Gas,500,8,0,4,g4.jpg
101,102,2,2,810,Electric,500,8,0,4,e4.jpg
99,102,2,3,810,Induction,1500,7,0,4,i4.jpg
49,102,3,1,811,Gas,800,8,5,3,g3.jpg
35,102,3,2,811,Electric,1500,6,5,3,e3.jpg
198,102,3,3,811,Induction,1500,6,5,5,i5.jpg
100,102,4,1,812,Gas,500,8,0,4,g4.jpg
206,102,4,2,812,Electric,1500,7,5,5,e5.jpg
15,102,4,3,812,Induction,800,7,0,3,i3.jpg
82,102,5,1,813,Gas,500,6,0,4,g4.jpg
158,102,5,2,813,Electric,800,8,10,4,e4.jpg
228,102,5,3,813,Induction,500,7,10,5,i5.jpg
166,102,6,1,814,Gas,800,6,0,5,g5.jpg
23,102,6,2,814,Electric,800,8,0,3,e3.jpg
186,102,6,3,814,Induction,800,8,0,5,i5.jpg
226,102,7,1,815,Gas,500,7,10,5,g5.jpg
77,102,7,2,815,Electric,800,8,10,3,e3.jpg
21,102,7,3,815,Induction,500,8,0,3,i3.jpg
34,102,8,1,816,Gas,1500,6,5,3,g3.jpg
185,102,8,2,816,Electric,800,8,0,5,e5.jpg
102,102,8,3,816,Induction,500,8,0,4,i4.jpg
67,103,1,1,817,Gas,800,7,10,3,g3.jpg
14,103,1,2,817,Electric,800,7,0,3,e3.jpg
234,103,1,3,817,Induction,1500,7,10,5,i5.jpg
184,103,2,1,818,Gas,800,8,0,5,g5.jpg
95,103,2,2,818,Electric,800,7,0,4,e4.jpg
180,103,2,3,818,Induction,1500,7,0,5,i5.jpg
28,103,3,1,819,Gas,500,6,5,3,g3.jpg
116,103,3,2,819,Electric,1500,6,5,4,e4.jpg
168,103,3,3,819,Induction,800,6,0,5,i5.jpg
139,103,4,1,820,Gas,800,6,10,4,g4.jpg
236,103,4,2,820,Electric,500,8,10,5,e5.jpg
228,103,4,3,820,Induction,500,7,10,5,i5.jpg
34,103,5,1,821,Gas,1500,6,5,3,g3.jpg
80,103,5,2,821,Electric,1500,8,10,3,e3.jpg
126,103,5,3,821,Induction,1500,7,5,4,i4.jpg
193,103,6,1,822,Gas,800,6,5,5,g5.jpg
107,103,6,2,822,Electric,1500,8,0,4,e4.jpg
147,103,6,3,822,Induction,500,7,10,4,i4.jpg
208,103,7,1,823,Gas,500,8,5,5,g5.jpg
200,103,7,2,823,Electric,500,7,5,5,e5.jpg
45,103,7,3,823,Induction,1500,7,5,3,i3.jpg
61,103,8,1,824,Gas,1500,6,10,3,g3.jpg
59,103,8,2,824,Electric,800,6,10,3,e3.jpg
225,103,8,3,824,Induction,1500,6,10,5,i5.jpg
163,104,1,1,825,Gas,500,6,0,5,g5.jpg
134,104,1,2,825,Electric,1500,8,5,4,e4.jpg
201,104,1,3,825,Induction,500,7,5,5,i5.jpg
214,104,2,1,826,Gas,1500,8,5,5,g5.jpg
44,104,2,2,826,Electric,1500,7,5,3,e3.jpg
120,104,2,3,826,Induction,500,7,5,4,i4.jpg
82,104,3,1,827,Gas,500,6,0,4,g4.jpg
98,104,3,2,827,Electric,1500,7,0,4,e4.jpg
93,104,3,3,827,Induction,500,7,0,4,i4.jpg
178,104,4,1,828,Gas,1500,7,0,5,g5.jpg
62,104,4,2,828,Electric,1500,6,10,3,e3.jpg
162,104,4,3,828,Induction,1500,8,10,4,i4.jpg
154,104,5,1,829,Gas,500,8,10,4,g4.jpg
188,104,5,2,829,Electric,1500,8,0,5,e5.jpg
144,104,5,3,829,Induction,1500,6,10,4,i4.jpg
139,104,6,1,830,Gas,800,6,10,4,g4.jpg
41,104,6,2,830,Electric,800,7,5,3,e3.jpg
201,104,6,3,830,Induction,500,7,5,5,i5.jpg
67,104,7,1,831,Gas,800,7,10,3,g3.jpg
83,104,7,2,831,Electric,500,6,0,4,e4.jpg
189,104,7,3,831,Induction,1500,8,0,5,i5.jpg
193,104,8,1,832,Gas,800,6,5,5,g5.jpg
221,104,8,2,832,Electric,800,6,10,5,e5.jpg
213,104,8,3,832,Induction,800,8,5,5,i5.jpg
160,105,1,1,833,Gas,1500,8,10,4,g4.jpg
41,105,1,2,833,Electric,800,7,5,3,e3.jpg
48,105,1,3,833,Induction,500,8,5,3,i3.jpg
76,105,2,1,834,Gas,800,8,10,3,g3.jpg
17,105,2,2,834,Electric,1500,7,0,3,e3.jpg
210,105,2,3,834,Induction,500,8,5,5,i5.jpg
154,105,3,1,835,Gas,500,8,10,4,g4.jpg
209,105,3,2,835,Electric,500,8,5,5,e5.jpg
138,105,3,3,835,Induction,500,6,10,4,i4.jpg
118,105,4,1,836,Gas,500,7,5,4,g4.jpg
188,105,4,2,836,Electric,1500,8,0,5,e5.jpg
69,105,4,3,836,Induction,800,7,10,3,i3.jpg
70,105,5,1,837,Gas,1500,7,10,3,g3.jpg
101,105,5,2,837,Electric,500,8,0,4,e4.jpg
96,105,5,3,837,Induction,800,7,0,4,i4.jpg
211,105,6,1,838,Gas,800,8,5,5,g5.jpg
56,105,6,2,838,Electric,500,6,10,3,e3.jpg
210,105,6,3,838,Induction,500,8,5,5,i5.jpg
202,105,7,1,839,Gas,800,7,5,5,g5.jpg
122,105,7,2,839,Electric,800,7,5,4,e4.jpg
240,105,7,3,839,Induction,800,8,10,5,i5.jpg
214,105,8,1,840,Gas,1500,8,5,5,g5.jpg
191,105,8,2,840,Electric,500,6,5,5,e5.jpg
216,105,8,3,840,Induction,1500,8,5,5,i5.jpg
139,106,1,1,841,Gas,800,6,10,4,g4.jpg
188,106,1,2,841,Electric,1500,8,0,5,e5.jpg
192,106,1,3,841,Induction,500,6,5,5,i5.jpg
187,106,2,1,842,Gas,1500,8,0,5,g5.jpg
29,106,2,2,842,Electric,500,6,5,3,e3.jpg
147,106,2,3,842,Induction,500,7,10,4,i4.jpg
124,106,3,1,843,Gas,1500,7,5,4,g4.jpg
29,106,3,2,843,Electric,500,6,5,3,e3.jpg
150,106,3,3,843,Induction,800,7,10,4,i4.jpg
187,106,4,1,844,Gas,1500,8,0,5,g5.jpg
80,106,4,2,844,Electric,1500,8,10,3,e3.jpg
141,106,4,3,844,Induction,800,6,10,4,i4.jpg
37,106,5,1,845,Gas,500,7,5,3,g3.jpg
170,106,5,2,845,Electric,1500,6,0,5,e5.jpg
177,106,5,3,845,Induction,800,7,0,5,i5.jpg
55,106,6,1,846,Gas,500,6,10,3,g3.jpg
194,106,6,2,846,Electric,800,6,5,5,e5.jpg
165,106,6,3,846,Induction,500,6,0,5,i5.jpg
145,106,7,1,847,Gas,500,7,10,4,g4.jpg
119,106,7,2,847,Electric,500,7,5,4,e4.jpg
159,106,7,3,847,Induction,800,8,10,4,i4.jpg
166,106,8,1,848,Gas,800,6,0,5,g5.jpg
215,106,8,2,848,Electric,1500,8,5,5,e5.jpg
168,106,8,3,848,Induction,800,6,0,5,i5.jpg
34,107,1,1,849,Gas,1500,6,5,3,g3.jpg
5,107,1,2,849,Electric,800,6,0,3,e3.jpg
120,107,1,3,849,Induction,500,7,5,4,i4.jpg
205,107,2,1,850,Gas,1500,7,5,5,g5.jpg
218,107,2,2,850,Electric,500,6,10,5,e5.jpg
120,107,2,3,850,Induction,500,7,5,4,i4.jpg
19,107,3,1,851,Gas,500,8,0,3,g3.jpg
197,107,3,2,851,Electric,1500,6,5,5,e5.jpg
90,107,3,3,851,Induction,1500,6,0,4,i4.jpg
148,107,4,1,852,Gas,800,7,10,4,g4.jpg
230,107,4,2,852,Electric,800,7,10,5,e5.jpg
138,107,4,3,852,Induction,500,6,10,4,i4.jpg
100,107,5,1,853,Gas,500,8,0,4,g4.jpg
125,107,5,2,853,Electric,1500,7,5,4,e4.jpg
186,107,5,3,853,Induction,800,8,0,5,i5.jpg
106,107,6,1,854,Gas,1500,8,0,4,g4.jpg
164,107,6,2,854,Electric,500,6,0,5,e5.jpg
165,107,6,3,854,Induction,500,6,0,5,i5.jpg
223,107,7,1,855,Gas,1500,6,10,5,g5.jpg
65,107,7,2,855,Electric,500,7,10,3,e3.jpg
207,107,7,3,855,Induction,1500,7,5,5,i5.jpg
88,107,8,1,856,Gas,1500,6,0,4,g4.jpg
236,107,8,2,856,Electric,500,8,10,5,e5.jpg
198,107,8,3,856,Induction,1500,6,5,5,i5.jpg
31,108,1,1,857,Gas,800,6,5,3,g3.jpg
62,108,1,2,857,Electric,1500,6,10,3,e3.jpg
60,108,1,3,857,Induction,800,6,10,3,i3.jpg
223,108,2,1,858,Gas,1500,6,10,5,g5.jpg
38,108,2,2,858,Electric,500,7,5,3,e3.jpg
78,108,2,3,858,Induction,800,8,10,3,i3.jpg
199,108,3,1,859,Gas,500,7,5,5,g5.jpg
122,108,3,2,859,Electric,800,7,5,4,e4.jpg
225,108,3,3,859,Induction,1500,6,10,5,i5.jpg
193,108,4,1,860,Gas,800,6,5,5,g5.jpg
137,108,4,2,860,Electric,500,6,10,4,e4.jpg
45,108,4,3,860,Induction,1500,7,5,3,i3.jpg
196,108,5,1,861,Gas,1500,6,5,5,g5.jpg
185,108,5,2,861,Electric,800,8,0,5,e5.jpg
84,108,5,3,861,Induction,500,6,0,4,i4.jpg
28,108,6,1,862,Gas,500,6,5,3,g3.jpg
212,108,6,2,862,Electric,800,8,5,5,e5.jpg
141,108,6,3,862,Induction,800,6,10,4,i4.jpg
163,108,7,1,863,Gas,500,6,0,5,g5.jpg
113,108,7,2,863,Electric,800,6,5,4,e4.jpg
12,108,7,3,863,Induction,500,7,0,3,i3.jpg
109,108,8,1,864,Gas,500,6,5,4,g4.jpg
110,108,8,2,864,Electric,500,6,5,4,e4.jpg
180,108,8,3,864,Induction,1500,7,0,5,i5.jpg
166,109,1,1,865,Gas,800,6,0,5,g5.jpg
152,109,1,2,865,Electric,1500,7,10,4,e4.jpg
3,109,1,3,865,Induction,500,6,0,3,i3.jpg
127,109,2,1,866,Gas,500,8,5,4,g4.jpg
65,109,2,2,866,Electric,500,7,10,3,e3.jpg
132,109,2,3,866,Induction,800,8,5,4,i4.jpg
145,109,3,1,867,Gas,500,7,10,4,g4.jpg
137,109,3,2,867,Electric,500,6,10,4,e4.jpg
174,109,3,3,867,Induction,500,7,0,5,i5.jpg
241,109,4,1,868,Gas,1500,8,10,5,g5.jpg
194,109,4,2,868,Electric,800,6,5,5,e5.jpg
111,109,4,3,868,Induction,500,6,5,4,i4.jpg
121,109,5,1,869,Gas,800,7,5,4,g4.jpg
221,109,5,2,869,Electric,800,6,10,5,e5.jpg
87,109,5,3,869,Induction,800,6,0,4,i4.jpg
25,109,6,1,870,Gas,1500,8,0,3,g3.jpg
152,109,6,2,870,Electric,1500,7,10,4,e4.jpg
189,109,6,3,870,Induction,1500,8,0,5,i5.jpg
13,109,7,1,871,Gas,800,7,0,3,g3.jpg
176,109,7,2,871,Electric,800,7,0,5,e5.jpg
168,109,7,3,871,Induction,800,6,0,5,i5.jpg
235,109,8,1,872,Gas,500,8,10,5,g5.jpg
161,109,8,2,872,Electric,1500,8,10,4,e4.jpg
117,109,8,3,872,Induction,1500,6,5,4,i4.jpg
196,110,1,1,873,Gas,1500,6,5,5,g5.jpg
56,110,1,2,873,Electric,500,6,10,3,e3.jpg
183,110,1,3,873,Induction,500,8,0,5,i5.jpg
136,110,2,1,874,Gas,500,6,10,4,g4.jpg
149,110,2,2,874,Electric,800,7,10,4,e4.jpg
42,110,2,3,874,Induction,800,7,5,3,i3.jpg
181,110,3,1,875,Gas,500,8,0,5,g5.jpg
101,110,3,2,875,Electric,500,8,0,4,e4.jpg
117,110,3,3,875,Induction,1500,6,5,4,i4.jpg
19,110,4,1,876,Gas,500,8,0,3,g3.jpg
125,110,4,2,876,Electric,1500,7,5,4,e4.jpg
117,110,4,3,876,Induction,1500,6,5,4,i4.jpg
52,110,5,1,877,Gas,1500,8,5,3,g3.jpg
116,110,5,2,877,Electric,1500,6,5,4,e4.jpg
96,110,5,3,877,Induction,800,7,0,4,i4.jpg
43,110,6,1,878,Gas,1500,7,5,3,g3.jpg
209,110,6,2,878,Electric,500,8,5,5,e5.jpg
60,110,6,3,878,Induction,800,6,10,3,i3.jpg
40,110,7,1,879,Gas,800,7,5,3,g3.jpg
41,110,7,2,879,Electric,800,7,5,3,e3.jpg
153,110,7,3,879,Induction,1500,7,10,4,i4.jpg
22,110,8,1,880,Gas,800,8,0,3,g3.jpg
83,110,8,2,880,Electric,500,6,0,4,e4.jpg
234,110,8,3,880,Induction,1500,7,10,5,i5.jpg
241,111,1,1,881,Gas,1500,8,10,5,g5.jpg
23,111,1,2,881,Electric,800,8,0,3,e3.jpg
234,111,1,3,881,Induction,1500,7,10,5,i5.jpg
169,111,2,1,882,Gas,1500,6,0,5,g5.jpg
170,111,2,2,882,Electric,1500,6,0,5,e5.jpg
72,111,2,3,882,Induction,1500,7,10,3,i3.jpg
76,111,3,1,883,Gas,800,8,10,3,g3.jpg
221,111,3,2,883,Electric,800,6,10,5,e5.jpg
183,111,3,3,883,Induction,500,8,0,5,i5.jpg
124,111,4,1,884,Gas,1500,7,5,4,g4.jpg
107,111,4,2,884,Electric,1500,8,0,4,e4.jpg
36,111,4,3,884,Induction,1500,6,5,3,i3.jpg
205,111,5,1,885,Gas,1500,7,5,5,g5.jpg
230,111,5,2,885,Electric,800,7,10,5,e5.jpg
162,111,5,3,885,Induction,1500,8,10,4,i4.jpg
208,111,6,1,886,Gas,500,8,5,5,g5.jpg
107,111,6,2,886,Electric,1500,8,0,4,e4.jpg
132,111,6,3,886,Induction,800,8,5,4,i4.jpg
19,111,7,1,887,Gas,500,8,0,3,g3.jpg
125,111,7,2,887,Electric,1500,7,5,4,e4.jpg
90,111,7,3,887,Induction,1500,6,0,4,i4.jpg
232,111,8,1,888,Gas,1500,7,10,5,g5.jpg
113,111,8,2,888,Electric,800,6,5,4,e4.jpg
15,111,8,3,888,Induction,800,7,0,3,i3.jpg
223,112,1,1,889,Gas,1500,6,10,5,g5.jpg
140,112,1,2,889,Electric,800,6,10,4,e4.jpg
126,112,1,3,889,Induction,1500,7,5,4,i4.jpg
157,112,2,1,890,Gas,800,8,10,4,g4.jpg
116,112,2,2,890,Electric,1500,6,5,4,e4.jpg
87,112,2,3,890,Induction,800,6,0,4,i4.jpg
49,112,3,1,891,Gas,800,8,5,3,g3.jpg
194,112,3,2,891,Electric,800,6,5,5,e5.jpg
33,112,3,3,891,Induction,800,6,5,3,i3.jpg
241,112,4,1,892,Gas,1500,8,10,5,g5.jpg
134,112,4,2,892,Electric,1500,8,5,4,e4.jpg
141,112,4,3,892,Induction,800,6,10,4,i4.jpg
208,112,5,1,893,Gas,500,8,5,5,g5.jpg
215,112,5,2,893,Electric,1500,8,5,5,e5.jpg
66,112,5,3,893,Induction,500,7,10,3,i3.jpg
55,112,6,1,894,Gas,500,6,10,3,g3.jpg
206,112,6,2,894,Electric,1500,7,5,5,e5.jpg
42,112,6,3,894,Induction,800,7,5,3,i3.jpg
82,112,7,1,895,Gas,500,6,0,4,g4.jpg
242,112,7,2,895,Electric,1500,8,10,5,e5.jpg
54,112,7,3,895,Induction,1500,8,5,3,i3.jpg
190,112,8,1,896,Gas,500,6,5,5,g5.jpg
152,112,8,2,896,Electric,1500,7,10,4,e4.jpg
126,112,8,3,896,Induction,1500,7,5,4,i4.jpg
46,113,1,1,897,Gas,500,8,5,3,g3.jpg
242,113,1,2,897,Electric,1500,8,10,5,e5.jpg
105,113,1,3,897,Induction,800,8,0,4,i4.jpg
187,113,2,1,898,Gas,1500,8,0,5,g5.jpg
89,113,2,2,898,Electric,1500,6,0,4,e4.jpg
144,113,2,3,898,Induction,1500,6,10,4,i4.jpg
76,113,3,1,899,Gas,800,8,10,3,g3.jpg
185,113,3,2,899,Electric,800,8,0,5,e5.jpg
99,113,3,3,899,Induction,1500,7,0,4,i4.jpg
166,113,4,1,900,Gas,800,6,0,5,g5.jpg
101,113,4,2,900,Electric,500,8,0,4,e4.jpg
132,113,4,3,900,Induction,800,8,5,4,i4.jpg
238,113,5,1,901,Gas,800,8,10,5,g5.jpg
152,113,5,2,901,Electric,1500,7,10,4,e4.jpg
171,113,5,3,901,Induction,1500,6,0,5,i5.jpg
1,113,6,1,902,Gas,500,6,0,3,g3.jpg
68,113,6,2,902,Electric,800,7,10,3,e3.jpg
42,113,6,3,902,Induction,800,7,5,3,i3.jpg
199,113,7,1,903,Gas,500,7,5,5,g5.jpg
17,113,7,2,903,Electric,1500,7,0,3,e3.jpg
15,113,7,3,903,Induction,800,7,0,3,i3.jpg
145,113,8,1,904,Gas,500,7,10,4,g4.jpg
233,113,8,2,904,Electric,1500,7,10,5,e5.jpg
177,113,8,3,904,Induction,800,7,0,5,i5.jpg
37,114,1,1,905,Gas,500,7,5,3,g3.jpg
221,114,1,2,905,Electric,800,6,10,5,e5.jpg
63,114,1,3,905,Induction,1500,6,10,3,i3.jpg
193,114,2,1,906,Gas,800,6,5,5,g5.jpg
119,114,2,2,906,Electric,500,7,5,4,e4.jpg
222,114,2,3,906,Induction,800,6,10,5,i5.jpg
79,114,3,1,907,Gas,1500,8,10,3,g3.jpg
119,114,3,2,907,Electric,500,7,5,4,e4.jpg
201,114,3,3,907,Induction,500,7,5,5,i5.jpg
94,114,4,1,908,Gas,800,7,0,4,g4.jpg
83,114,4,2,908,Electric,500,6,0,4,e4.jpg
90,114,4,3,908,Induction,1500,6,0,4,i4.jpg
238,114,5,1,909,Gas,800,8,10,5,g5.jpg
161,114,5,2,909,Electric,1500,8,10,4,e4.jpg
162,114,5,3,909,Induction,1500,8,10,4,i4.jpg
163,114,6,1,910,Gas,500,6,0,5,g5.jpg
26,114,6,2,910,Electric,1500,8,0,3,e3.jpg
144,114,6,3,910,Induction,1500,6,10,4,i4.jpg
103,114,7,1,911,Gas,800,8,0,4,g4.jpg
113,114,7,2,911,Electric,800,6,5,4,e4.jpg
129,114,7,3,911,Induction,500,8,5,4,i4.jpg
52,114,8,1,912,Gas,1500,8,5,3,g3.jpg
146,114,8,2,912,Electric,500,7,10,4,e4.jpg
207,114,8,3,912,Induction,1500,7,5,5,i5.jpg
211,115,1,1,913,Gas,800,8,5,5,g5.jpg
188,115,1,2,913,Electric,1500,8,0,5,e5.jpg
96,115,1,3,913,Induction,800,7,0,4,i4.jpg
124,115,2,1,914,Gas,1500,7,5,4,g4.jpg
164,115,2,2,914,Electric,500,6,0,5,e5.jpg
30,115,2,3,914,Induction,500,6,5,3,i3.jpg
97,115,3,1,915,Gas,1500,7,0,4,g4.jpg
236,115,3,2,915,Electric,500,8,10,5,e5.jpg
102,115,3,3,915,Induction,500,8,0,4,i4.jpg
148,115,4,1,916,Gas,800,7,10,4,g4.jpg
107,115,4,2,916,Electric,1500,8,0,4,e4.jpg
24,115,4,3,916,Induction,800,8,0,3,i3.jpg
178,115,5,1,917,Gas,1500,7,0,5,g5.jpg
71,115,5,2,917,Electric,1500,7,10,3,e3.jpg
42,115,5,3,917,Induction,800,7,5,3,i3.jpg
106,115,6,1,918,Gas,1500,8,0,4,g4.jpg
239,115,6,2,918,Electric,800,8,10,5,e5.jpg
234,115,6,3,918,Induction,1500,7,10,5,i5.jpg
103,115,7,1,919,Gas,800,8,0,4,g4.jpg
122,115,7,2,919,Electric,800,7,5,4,e4.jpg
189,115,7,3,919,Induction,1500,8,0,5,i5.jpg
157,115,8,1,920,Gas,800,8,10,4,g4.jpg
113,115,8,2,920,Electric,800,6,5,4,e4.jpg
219,115,8,3,920,Induction,500,6,10,5,i5.jpg
202,116,1,1,921,Gas,800,7,5,5,g5.jpg
26,116,1,2,921,Electric,1500,8,0,3,e3.jpg
237,116,1,3,921,Induction,500,8,10,5,i5.jpg
7,116,2,1,922,Gas,1500,6,0,3,g3.jpg
230,116,2,2,922,Electric,800,7,10,5,e5.jpg
240,116,2,3,922,Induction,800,8,10,5,i5.jpg
88,116,3,1,923,Gas,1500,6,0,4,g4.jpg
32,116,3,2,923,Electric,800,6,5,3,e3.jpg
135,116,3,3,923,Induction,1500,8,5,4,i4.jpg
196,116,4,1,924,Gas,1500,6,5,5,g5.jpg
170,116,4,2,924,Electric,1500,6,0,5,e5.jpg
42,116,4,3,924,Induction,800,7,5,3,i3.jpg
118,116,5,1,925,Gas,500,7,5,4,g4.jpg
32,116,5,2,925,Electric,800,6,5,3,e3.jpg
144,116,5,3,925,Induction,1500,6,10,4,i4.jpg
37,116,6,1,926,Gas,500,7,5,3,g3.jpg
41,116,6,2,926,Electric,800,7,5,3,e3.jpg
165,116,6,3,926,Induction,500,6,0,5,i5.jpg
118,116,7,1,927,Gas,500,7,5,4,g4.jpg
65,116,7,2,927,Electric,500,7,10,3,e3.jpg
63,116,7,3,927,Induction,1500,6,10,3,i3.jpg
238,116,8,1,928,Gas,800,8,10,5,g5.jpg
29,116,8,2,928,Electric,500,6,5,3,e3.jpg
168,116,8,3,928,Induction,800,6,0,5,i5.jpg
199,117,1,1,929,Gas,500,7,5,5,g5.jpg
53,117,1,2,929,Electric,1500,8,5,3,e3.jpg
24,117,1,3,929,Induction,800,8,0,3,i3.jpg
13,117,2,1,930,Gas,800,7,0,3,g3.jpg
170,117,2,2,930,Electric,1500,6,0,5,e5.jpg
210,117,2,3,930,Induction,500,8,5,5,i5.jpg
43,117,3,1,931,Gas,1500,7,5,3,g3.jpg
200,117,3,2,931,Electric,500,7,5,5,e5.jpg
36,117,3,3,931,Induction,1500,6,5,3,i3.jpg
199,117,4,1,932,Gas,500,7,5,5,g5.jpg
188,117,4,2,932,Electric,1500,8,0,5,e5.jpg
111,117,4,3,932,Induction,500,6,5,4,i4.jpg
229,117,5,1,933,Gas,800,7,10,5,g5.jpg
227,117,5,2,933,Electric,500,7,10,5,e5.jpg
63,117,5,3,933,Induction,1500,6,10,3,i3.jpg
19,117,6,1,934,Gas,500,8,0,3,g3.jpg
17,117,6,2,934,Electric,1500,7,0,3,e3.jpg
60,117,6,3,934,Induction,800,6,10,3,i3.jpg
73,117,7,1,935,Gas,500,8,10,3,g3.jpg
50,117,7,2,935,Electric,800,8,5,3,e3.jpg
243,117,7,3,935,Induction,1500,8,10,5,i5.jpg
148,117,8,1,936,Gas,800,7,10,4,g4.jpg
170,117,8,2,936,Electric,1500,6,0,5,e5.jpg
204,117,8,3,936,Induction,800,7,5,5,i5.jpg
196,118,1,1,937,Gas,1500,6,5,5,g5.jpg
122,118,1,2,937,Electric,800,7,5,4,e4.jpg
225,118,1,3,937,Induction,1500,6,10,5,i5.jpg
40,118,2,1,938,Gas,800,7,5,3,g3.jpg
170,118,2,2,938,Electric,1500,6,0,5,e5.jpg
177,118,2,3,938,Induction,800,7,0,5,i5.jpg
184,118,3,1,939,Gas,800,8,0,5,g5.jpg
41,118,3,2,939,Electric,800,7,5,3,e3.jpg
120,118,3,3,939,Induction,500,7,5,4,i4.jpg
109,118,4,1,940,Gas,500,6,5,4,g4.jpg
167,118,4,2,940,Electric,800,6,0,5,e5.jpg
